Sentiment,Customer Review,corpus
Negative,"Barang tiba sudah bocor dan botol sudah kosong padahal kardus dan bubble wrap masih utuh. Jelas tutup botolnya tidak ada segel. Penjual berdalih kesalahan pada pihak ekspedisi dan harus klaim asuransi. Saya sudah lengkapi permintaan asuransi upload KTP, foto produk & video. Tapi klaim todak disetujui dan dana diteruskan ke penjual. Sangat kecewa sekelas official store servisnya seperti ini.",barang bocor botol kosong kardus bubble wrap utuh tutup botol segel jual dalih salah ekspedisi klaim asuransi lengkap asuransi unggah kartu tanda duduk foto produk video klaim todak tuju dana jual kecewa kelas official store servis
Negative,barang ternyata palsu,barang nyata palsu
Negative,"ternyata bukan hot wheels asli, bahan plastik. harap di beri keterangan bahwa barang tdk original.",nyata hot wheels asli bahan plastik harap terang barang original
Negative,Barang tidak ok,barang oke
Negative,JANGAN MAU BELI DI SINI. CEK REVIEW PENJUALAN NYA BANYAK YG RUSAK DI KIRIM. SAYA KORBAN JUGA. CEK FOTO BARANG YANG SAYA ORDER. SUPAYA YANG LAIN TIDAK JADI KORBAN.. KACAU TOKO INI MENJUAL BARANG RUSAK.,beli cek review jual nya rusak kirim korban cek foto barang order korban kacau toko jual barang rusak
Negative,agak kecewa beli 13 pcs di ksh yg exp bln 4 2022 semua...,kecewa beli 13 pcs kasih exp 4 2022
Negative,"respon cepat, sayang lensa macro nya ada baret, masih dimaklumi lah karena murah, tp berharap kualitas barang bisa lebih baik",respon cepat sayang lensa macro nya baret maklum murah harap kualitas barang
Negative,"Toko tidak mengirim2kan barang smpai gagal pickup 3x entah apa yg membuat kendala toko, admin toko sangat tidak profesional, entah mmg pada gak bener saya jg tdk tahu, yang jelas semua berbelit2 dan gak jelas, pesan hari minggu dikirim hari Rabu , ini toko official store tapi sepertinya perlu dipertimbangkan lagi krna pelayanan sangat tidak baik. Sepertinya para pekerjanya yg gk bener, bungkus juga cm kardus doang tanpa dilapis apapun .",toko mengirim2kan barang gagal pickup kali kendala toko admin toko profesional berbelit2 pesan minggu kirim rabu toko official store timbang layan kerja bungkus kardus doang lap
Negative,"Tidak diinfo dent dent ny. tidak memberikan kejelasan msalah battery. Cukup kecewa tpi mesin jalan dengan baik. Batt capacity tidak 100% .Beset kanan bawah, pesok bag monitor atas dan bawah.",info dent dent nya battery kecewa mesin jalan batt capacity 100 beset kanan pesok bag monitor
Negative,mesen apa yang dateng apa ngk jelas nih toko periksa lah invoice nya kalo mau dikirm tuh barang bikin kecewa aja,mes nih toko periksa invoice nya dikirm barang bikin kecewa
Negative,Deskripsi dan gambar warna hitam tetapi barangnya yg sampai warna biru. GA SESUAI BANGET. Dichat komplain jawabnya cuma terima kasih. Ga niat jualan bos. Namanya orang jualan yg diutamakan harus kepuasan pelanggan. Klo di komplain jangan pura-pura oon/gak tau,deskripsi gambar warna hitam barang warna biru sesuai banget dichat komplain terima kasih niat jual bos nama orang jual utama puas langgan komplain purapura oongak tau
Negative,Kecewa aja sih sama kebijakan tokonya huhu,kecewa sih bijak toko huhu
Negative,Konsumen ga dianggap... Attitude merupakan hal pokok dan semestinya tetap dinomorsatukan.,konsumen anggap attitude rupa pokok mesti dinomorsatukan
Negative,"1 lampu rusak tidak bisa hidup dr awal, 1 lampu lg mati dan tdk bisa hidup setelah dipakai sehari.",1 lampu rusak hidup 1 lampu mati hidup pakai
Negative,"Tolong gan, ps3 nya ga mw tampilkab gambar di tv pakai hdmi...lampu power yg merah kedap kedip trus",juragan ps3 nya mw tampilkab gambar televisi pakai hdmilampu power merah kedap kedip
Negative,"kaki tripod rusak, tdk bs terkunci, di angkat lsg turun",kaki tripod rusak kunci angkat langsung turun
Negative,"deskripsi produk tdk jelas, usb tdk cocok di hp samsung",deskripsi produk usb cocok handphone samsung
Negative,Tipis banget bahan parasutnya. Dan tidak ada keterangan penjelasan tebal atau tipisnya. Mungkin seller perlu perjelas.,tipis banget bahan parasut terang tebal tipis seller
Negative,ancuuuurrrr bubukkkk remukkk tak berbentukkkkkkkkkkkkkkkkkkllkl,ancur bubuk remuk berbentukkllkl
Negative,Barang tidak sesuai dengan warna. Saya mesan hitam di kasih warna brown. Pengiriman lama. Tp barang bagus,barang sesuai warna mesan hitam kasih warna brown kirim barang bagus
Negative,Baranh tidak dikirim. Penipuan,baranh kirim tipu
Negative,"saya sengaja selesaikan pesanan ini agar bisa nulis ulasan sesuai pengalaman saya belanja dintoko ini. saya sempat tamyakan via chat tentang foto asli ikan dijawab ikannya sesuai gambar di etalase, saya tanya juga bukan burayak dijawab bukan. tapi faktanya.......... : NON SENSE YG DIKIRIM BURAYAK",sengaja selesai pesan tulis ulas sesuai alam belanja dintoko tamyakan via chat foto asli ikan ikan sesuai gambar etalase burayak fakta non sense kirim burayak
Negative,"Bentuknya Bagus, cuman g nyimpen memory, kalau mati listrik atau abis batre, mesti setting ulang jam tanggal alarm dll.",bentuk bagus simpan memori mati listrik habis baterai mesti setting ulang jam tanggal alarm
Negative,SANGAT TIDAK RECOMMENDED!!!,recommended
Negative,"Sampul gue yang dikasih ga bagus, ada bagian peyot. Padahal gue beli buku baru.",sampul gue kasih bagus peyot gue beli buku
Negative,saya tidak menerima produk sama sekali dari kurir dan kurir tidak menelfon saya kalo barang sudah diantarkan dan dititipkan di siapa karena saya belum menerima paket saya saya mengajukan komplain,terima produk kurir kurir telepon barang titip terima paket aju komplain
Negative,Gepuknya kok pahit ??,gepuk pahit
Negative,"umpanya GX jalan ,??????????",umpanya jalan
Negative,barang cepat panas dan rusak,barang cepat panas rusak
Negative,Barang nya lama dikirimnya,barang nya kirim
Negative,tidak sesuai,sesuai
Negative,"ga adda mesin nya,, jangan di beli...",adda mesin nya beli
Negative,"kecewa dengan pelayanan toko ini, Dan nyesal denga toko ini, paket lama datang, dah itu paket tidak sampai di tempat tujuan. kalau boleh saya sarankan kepada pembeli lainnya, jangan pesan lagi deh ,barang disini, mereka tidak bertanggung jawab,",kecewa layan toko sesal toko paket paket tuju saran beli pesan deh barang tanggung
Negative,"Smart schedule nya ga bisa nyala, di aplikasi nya failed terus.",pintar schedule nya nyala aplikasi nya failed
Negative,"Saya sangat kecewa beli di toko ini?? seenak sendiri menaikan harga, padahal sudah deal beli... ditambah lagi admin nya sangat tidak ramah???? official store kok pelayanan seperti tidak profesional. Sangat tidak direkomendasikan membeli di sini. Pasti kecewa.",kecewa beli toko enak harga deal beli admin nya ramah official store layan profesional rekomendasi beli kecewa
Negative,"colokan adaptor mengalami kerusakan, respon seller butuh berhari2, diajak diskusi untuk cara memperbaiki sendiri tidak dibalas, akhirnya repair sendiri",colok adaptor alami rusa respon seller butuh berhari2 ajak diskusi balas repair
Negative,"Nyesel setengah mati beli ni produk, beli gara2 liat ulasannya kok positif semua.. sumpah ini krim baunya ga enak banget, kalo boleh digambarkan baunya itu perpaduan antara muntahan bayi dan minyak nyong2 om2, iya separah itu.. ini yg pada kasi ulasan idungnya pada mati rasa ato gmn ya ?????? .. pengiriman sih cepat dan bagus, but sorry, the product is a nightmare + very pricey.. tau gini gw ttp beli wak doyok yg wanginya jauh lbh enak dan jauh lbh murah.. this cream is really2 not recommended!",sesal mati beli nih produk beli gara gara lihat ulas positif sumpah krim bau enak banget gambar bau padu muntah bayi minyak nyong2 om om iya parah kasih ulas hidung mati kirim sih cepat bagus but maaf the produk is a nightmare pricey tau gue beli wak doyok wangi enak murah this cream is really2 not recommended
Negative,"warnanya lucu, kecil, dan ringan. tp jd keliatan ga kokoh kayak mudah rusak. barang datangnya kayak ga baru, banyak yg lecet di body embernya. tangkainya mesti di wrapping biar ga gesek ke body ember",warna lucu ringan lihat kokoh kayak mudah rusak barang kayak lecet body ember tangkai mesti wrapping biar gesek body ember
Negative,"SANGAT KECEWA ..!!! INI REAL YG SAYA ALAMI ... SILAHKAN BACA CHAT SAYA DGN SELLER INI SEBELUM MEMBELI, BARANG DIKIRIM TIDAK SESUAI PESANAN, SUDAH DIRETUR, TAPI CERDIKNYA SELLER TIDAK MENGIRIMKAN PESANAN SAYA YG SEHARUSNYA SAYA PESAN.. SUDAH 15 HARIII LHOO GUYS..UANG TIDAK KEMBALI, BARANG PUN TIDAK SAMPAI.. HAHA..SILAHKAN SAJA JIKA SELLER SANGGUP BAWA KE AKHIRAT.. SEMOGA KALIAN TIDAK TERTIPU SEPERTI SAYA..",kecewa real alami sila baca chat seller beli barang kirim sesuai pesan retur cerdik seller kirim pesan pesan 15 lo guysuang barang hahasilahkan seller sanggup bawa akhirat moga tipu
Negative,"barang tidak ada, komplain tidak direspon...pelajaran buat yg beli disini cek hati2 saat datang",barang komplain diresponpelajaran beli cek hati hati
Negative,"BARANG DTG TIDAK SESUAI YG DIKASIH TAHU ADMIN NYA !! BILANG RICE COOKER 1,2LITER !! TERNYATA BARANG YG DIKIRIM 1 LITER",barang sesuai kasih admin nya bilang rice cooker 12liter nyata barang kirim 1 liter
Negative,"RESCUE FROM DAMAGE BOX, ngga guna jg, nyampe rumah, boxnya penyok2",rescue from damage box rumah boxnya penyok2
Negative,"Frame kacamata nya kurang bagus, tipis sptnya gampang patah, ngakbseperti kacamata pada umumnya",frame kacamata nya bagus tipis gampang patah ngakbseperti kacamata
Negative,artemia dtg udah byk yg mati,artemia mati
Negative,baru di pake sekali udah robek sol nya,pakai robek sol nya
Negative,ada yg baru 1x dipake penyangga plastiknya sudah keluar dari keranjangnya (sobek jaringnya). sedangkan yang lain pun engga sampai 1 minggu sudah keluar penyangganya. kualitasnya tolong di tingkatkan,1x pakai sangga plastik keranjang sobek jaring 1 minggu sangga kualitas tingkat
Negative,"Yang datang bukan yang keluaran terbaru yang ada butiran berwarna biru didalam gel hand sanitizer-nya, sedikit kecewa walau manfaatnya sama, hanya saja yang keluaran terbaru terlihat lebih menarik karena ada butiran berwarna birunya, padahal di foto produk sudah ada butiran birunya. Kecewa banget, mau mesan lagi takut yg datang sama aja barangnya dengan yang ada. Sedih.",butir warna biru gel hand sanitizernya kecewa manfaat lihat tarik butir warna biru foto produk butir biru kecewa banget mesan takut barang sedih
Negative,barang yg dikirim tidak ada dilist barang yg surah ditulis tapi dianggap ada. padahal yg bikinnlist penjual sendiri. dia yg menginkarin sendiri,barang kirim dilist barang surah tulis anggap bikinnlist jual menginkarin
Negative,"Ga guna, sebelum dilapis ini hrusnya dilapis kardus lah minimal.",lap lap kardus minimal
Negative,pesanan ndk sesuai... pesen M di kirim L ....,pesan sesuai pesan kirim l
Negative,Barang yang dikirim tidak sesuai dengan barang yang diterima,barang kirim sesuai barang terima
Negative,Penjual tidak ramah,jual ramah
Negative,"Pelayanan nya kurang baik barang juga salah kirim dari awal udah dibilang 0,3 malah dikirim 1,2",layan nya barang salah kirim bilang 03 kirim 12
Negative,minta yg biru di kasih toska,biru kasih toska
Negative,barangnya datang dalam keadaan tidak bagus,barang bagus
Negative,"barang tidak diterima, tidak ada yang bertanggung jawab, pertama kali belanja di sini langsung dikecewain,,,",barang terima tanggung kali belanja langsung dikecewain
Negative,Pengiriman lambat polllllll!!! Ga pantes jadi official Store.,kirim lambat pol official store
Negative,nggak fungsi..pisaunya ditusuk semua ke dalam tong tapi kepalanya tetap stay,fungsipisaunya tusuk tong kepala stay
Negative,"Baru mau di pake, clipnya copot",pakai clipnya copot
Negative,"LAMAAAA BGT hampir 7 hr.. Kaya preorder... Barang d proses stlh 3 hari itu pun blm d kirim.. Barang sampe, kurang.. Di komplain, awal nya d terima. Ga lama d cancel komplain nya.. Ga ada penjelasan...",banget 7 kayak preorder barang proses 3 kirim barang komplain nya terima cancel komplain nya
Negative,Mengecewakan,kecewa
Negative,packing hancur sampai lebur sampai rumah,packing hancur lebur rumah
Negative,"gak ada sablon di box nya, harga mahal pula",sablon box nya harga mahal
Negative,Kayak *** pelayanannya,kayak layan
Negative,ga ada gunanya atc ini tetap ga dikasi bubble..bikin rugi aja..,atc kasih bubblebikin rugi
Negative,Baru datang saya rakit Coba naikan kulkas baru sebentar kaki sudah patah al hasil tidak di pakai Untung kulkas tidak jatuh,rakit coba kulkas sebentar kaki patah al hasil pakai untung kulkas jatuh
Negative,tidak untuk rekomended suara ancur nois nya kacau nyesel kualitas ga bagus. ga kepake,rekomended suara hancur nois nya kacau sesal kualitas bagus pakai
Negative,"tombol RT tidak berfungsi, mau retur ongkir bolak balik setengah harga stick nya, kecewa aja gk di test dulu sebelum pengiriman.",tombol rt fungsi retur ongkos kirim bolak harga stick nya kecewa tes kirim
Negative,"material dan packaging nya bagus dan rapih, tapi halaman di bukunya banyak banget yang kebalik2. halaman yg harusnya ada di awal malah ada di akhir buku, jadi ada yang harusnya di tengah buku malah di akhir buku, jadi bacanya pindah pindah, bingung, dan ga nyaman.",material packaging nya bagus rapi halaman buku banget kebalik2 halaman buku buku buku baca pindah pindah bingung nyaman
Negative,karungnya super tipis tidak sesuai di gambar,karung super tipis sesuai gambar
Negative,bolong bolong ada minyak2nya gitu Jelek,bolong bolong minyak2nya jelek
Negative,"barang jelek, baru juga mau di pake udah gosong, segel udh kebuka,",barang jelek pakai gosong segel buka
Negative,Prosesnya dan sampainya lama. Eh datang2 bukunya penyok.,proses eh datang2 buku penyok
Negative,"Stelah pemakaian rutin, kutu anjing makin banyak. Spot yang di spray malah makin banyak, padahal awalnya kutunya sedikit doang, nyesal produk ini.",pakai rutin kutu anjing spot spray kutu doang sesal produk
Negative,sama sekali gk bisa dpake asli nyesel,dpake asli sesal
Negative,Tidak pengaruh,pengaruh
Negative,"busa tipis ukuran kecil sekali pakai sobek, harga mahal",busa tipis ukur pakai sobek harga mahal
Negative,"Barang penyok Gaes. Klo dari ekspedisi, kardus harusnya rusak, nah ini kardusnya tebal dan masih mulus. Returan sy dari toko sebelah dibalikin lewat Toped. Mana bohong lagi, foto yg dikirim ke tokopedia care bukan foto paket saya. Untung asuransi mau terima claim. Jadi hati2 Gaes! Nutrilon sudah mulai tidak AMANAH!",barang penyok guys ekspedisi kardus rusak kardus tebal mulus retur toko belah toped bohong foto kirim tokopedia care foto paket untung asuransi terima klaim hati hati guys nutrilon amanah
Negative,"barangnya tidak berfungsi dengan baik, kakinya, ga bisa di kunci,....yg lainnya oke",barang fungsi kaki kunciyg oke
Negative,"Dlm ordernya sdh sy tambah 'bubble wrap' (+ rp 10.000), tp dikirimnya tanpa bubble. Lagian ordernya pagi2 n minta spy dikirimnya lbh cepat (instant), ternyata tibanya jam 16an",order bubble wrap rupiah 10 kirim bubble order pagi pagi kirim cepat instan nyata jam 16an
Negative,udah kesobek makanan kucing nya alot,sobek makan kucing nya alot
Negative,"Respon seller cepat, proses & pengiriman cepat. Model & bahan OK, cuma kualitas jahitannya ?!! silahkan lihat gambar deh, banyak kerutan� di jahitan pundak lengan & kerah. Jadi bingung mau pake bajunya, gk dipake mubazir, dipake ya malu juga. Mohon jadi perhatian bagi seller. Terima kasih.",respon seller cepat proses kirim cepat model bahan oke kualitas jahit sila lihat gambar deh kerut jahit pundak lengan kerah bingung pakai baju pakai mubazir pakai malu mohon perhati seller terima kasih
Negative,Kecewa sekal,kecewa sekal
Negative,"tidak berfungsi, tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa",fungsi daya pakai mikro usb cas handphone
Negative,"pengiriman lama banget, dough nya juga jelek banget ga lentur, ga seperti biasanya",kirim banget dough nya jelek banget lentur
Negative,"Nga sesuai yg di harapkan, pingin yg kecil2 jd besar dan cenderung kasar jd nya",sesuai harap kecil2 cenderung kasar nya
Negative,barangku kapan datang ? gua uda lama nunggu . males gua beli lagi,barang gue tunggu malas gue beli
Negative,"barang ada yang cacat, beli 2 yang satunya lagi cacat",barang cacat beli 2 cacat
Negative,tas nya kurang bagus .. how how,tas nya bagus how how
Negative,"Produk tidak ORI (KW),tidak bekerja dengan baik.dikirim 2 PGP tidak bekerja di 2 hp saya Lenovo n Advan.Cuma jadi bangkai.After sales buruk,Respon seller kurang.no recommended.",produk orisinal kwtidak kerja baikdikirim 2 pgp kerja 2 handphone lenovo advancuma bangkaiafter sales burukrespon seller kurangno recommended
Negative,"kemasan kotaknya ada yg penyok dan robek, tp pisaunya aman. padahal mau buat hadiah temen",kemas kotak penyok robek pisau aman hadiah teman
Negative,ada bekas sobek di bagian belakang meskipun itu sobek kecil tapi tatap saja saya sedikit kurang puas terimakasih,bekas sobek sobek tatap puas terima kasih
Negative,Ah apaan ga ngaruh apa2 yang ada bikin iritasi!!! Gatal gatal merah jadinya,ah pengaruh bikin iritasi gatal gatal merah
Negative,"Kurang sesuai dengan deskripsi, yg katanya muat untuk 7-13 tahun, anak 10 tahun aja kekecilan. panjangnya juga bukan 78, hanya 75.",sesuai deskripsi muat 713 anak 10 78 75
Negative,baru sekali pake pas dicuci robek ??,pakai pas cuci robek
Negative,ternyata lem pipa. tidak begitu rekat ngelem sepatu. sangat kecewa,nyata lem pipa rekat ngelem sepatu kecewa
Negative,penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim... jd kecewa bngt... ndak recomended sm penjual kyk gini... saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan... agar pelanggan merasa puas dan senang dengan pelayanan,jual responsif aju barang kirim kecewa banget recomended jual kayak saran toko cari pegawai sikap enak responsif langgan langgan puas senang layan
Negative,KIRIM PAKET GA NGOTAK.. RESOLUSI ARBITER TOKOPEDIA USELESS.. ??,kirim paket ngotak resolusi arbiter tokopedia
Negative,tali tas nya mau putus,tali tas nya putus
Negative,minta pink sama merah d kirim merah semua... untung anaknya mau...seller arogan.. jualnya memaksa... saya mau warna yg sesuai ... kapok deh gak lagi lagi,merah muda merah kirim merah untung anak mauseller arogan jual paksa warna sesuai kapok deh
Negative,"Belanja harus hati2, Tidak Jelas. Sangat Kecewa untuk belanja kali ini.",belanja hati hati kecewa belanja kali
Negative,"Belum sebulan pemakaian, lampu pada jam dan indikatornya sudah mati dan tidak berfungsi lagi. Padahal jam tidak pernah jatuh atau terkena percikan air. Sebelum mati, jam hanya bisa menyala paling lama 3 hari setelah batre dicas penuh jadi tidak sesuai dengan iklannya yg bisa bertahan belasan hari",pakai lampu jam indikator mati fungsi jam jatuh kena percik air mati jam nyala 3 baterai cas penuh sesuai iklan tahan bas
Negative,Dapet yang error. nilai ppm kebaca dalam ribuan. kualitasnya jeles banget gak dicek dulu sebelum dikirim. kecewa dan gak akan beli lagi disini.,error nilai ppm baca ribu kualitas jelus banget cek kirim kecewa beli
Negative,"packing kurang rapi, tidak aman,, dus penyok...player hancur.....",packing rapi aman dus penyokplayer hancur
Negative,sudah sampai tapi tutupnya pecah ????,tutup pecah
Negative,"dipenjualan tertulis obeng magnet ,bohong obengnya ga magnet sama sekali akan sulit untuk yang baru belajar jika tidak memiliki alat yang lengkap .kecewa parah",jual tulis obeng magnet bohong obeng magnet sulit ajar milik alat lengkap kecewa parah
Negative,"beli brg sale, pengiriman via grabsend tapiii dimintain biaya parkir sm driver nya ANEH BGT!!!!!!",beli barang sale kirim via grabsend biaya parkir driver nya aneh banget
Negative,"Pesan 4 dikasih AR colouring book nya cuma 1 dan 1 lg diganti ludo, pengemasan paket sangat buruk hadiahnya di tekuk2?????",pesan 4 kasih ar colouring book nya 1 1 ganti ludo emas paket buruk hadiah tekuk2
Negative,"Gak guna dibeli, aplikasi semua gabisa. Moka Cashlez semua gabisa. dulu beli apa juga ga connect. no recomended. harga mahal. support jelek",beli aplikasi moka cashlez beli connect no recomended harga mahal support jelek
Negative,ga sesuai dengan yg di posting,sesuai posting
Negative,"drone sulit dikendalikan. take off selalu miring wlpun ud kalibrasi sesuai kertas petunjuk. menu app android bhs inggris tapi pesan errornya bahasa mandarin, gak bisa baca.",drone sulit kendali take off miring kalibrasi sesuai kertas menu app android bahas inggris pesan errornya bahasa mandarin baca
Negative,barang tidak sampai. tdk ada solusi,barang solusi
Negative,Barang kaga di kirim . Buat yg belanja banyak lebih teliti karena barang pasti ada yg kaga di kirim 1 item dari total belanja .pelajaran buat saya karena gak teliti .dan yg punya lapak juga gak ada solusi rugi 20k an gpp,barang kirim belanja teliti barang kirim 1 hitam total belanja ajar teliti lapak solusi rugi 20k an
Negative,Roti keras gak enak,roti keras enak
Negative,Fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh full tidak sesuai dengan harganya,fitur muas band layar sentuh full sesuai harga
Negative,service mengecewakan. lama pengiriman...,service kecewa kirim
Negative,"Laptop rusak, pass di aktifkan fan error, setelah di perbaiki ternyata keyboardnya rusak, setelah ganti keyboardnya ternyata adaptornya rusak. jangan belanja disini",laptop rusak pas aktif fan error nyata keyboardnya rusak ganti keyboardnya nyata adaptor rusak belanja
Negative,"Paking barangnya kurang bagus,nyampe barang,adaptor didalam udah pecah.sampe sekarang belum bisa dicoba.",paking barang bagusnyampe barangadaptor pecahsampe coba
Negative,"tidak sesuai pesanan, pesan warna merah putih yg dikirim, warna lain",sesuai pesan pesan warna merah putih kirim warna
Negative,"pengiriman cepat, berfungsi tapi harus dikaretin klo ngga longgar jadi ngga bisa di pake",kirim cepat fungsi dikaretin longgar pakai
Negative,"barang gajelas lama sampai, kotak penyok�",barang kotak penyok
Negative,semua mengecewakan,kecewa
Negative,kecewa,kecewa
Negative,jilbabya lecek dan banyak benang jahitan,jilbabya lecek benang jahit
Negative,Fitting tidak sesuai dgn celana pendek umumnya.,fitting sesuai celana pendek
Negative,"Sdh claim percuma tidak ada prnggantian dan tgg jwb, pihak dettol blg kesalahan pengirim, dan byr insurance pun percuma tdk di ganti jg cape deh",klaim prnggantian dettol bilang salah kirim bayar insurance ganti cape deh
Negative,Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,iklan seragam pgri kemeja hem katun pria nyata bahan katun moga deskripsi iklan langgan kecewa
Negative,Ini barang keterlaluan sih bilang ukuran 60x90 tp sunat bahannya keterlaluan banget. Terlihat di foto underpad saya yg lama merk lain jauh lbh besar dan lbh tebel. Bkn masalah harga cuman 50rb an tp kesel aja liat penjual kasih spek tp jauh banget dari ukuran sebenernya. Kapok deh ga bakal beli merek ini lagi. Terima kasih,barang sih bilang ukur 60x90 sunat bahan banget lihat foto underpad merek tebal harga puluh ribu an kesal lihat jual kasih spesifikasi banget ukur kapok deh beli merek terima kasih
Negative,"barangnya jelek banget, ada lubang yg posisinya gak presisi, malah jd gk bisa dimasukin bautnya, aneh, padahal",barang jelek banget lubang posisi presisi masuk baut aneh
Negative,Salah size...minta xl dikirimnya S ??,salah sizeminta xl kirim si
Negative,busyeettt..lamaaa amit nyampe brgnya.pdhl udh 2x order.,busyeetlama amit brgnyapdhl kali order
Negative,buset di kasih merk ares. di pake di pod kuy 1 hari langsung bau gosong.. perdana kecewa belanja di toko ini..,buset kasih merek ares pakai pod ayo 1 langsung bau gosong perdana kecewa belanja toko
Negative,Saya sunggu sangat kecewa dengan pediasure,sungguh kecewa pediasure
Negative,proses konfirmasi lama.. chat gk di balas..,proses konfirmasi chat balas
Negative,"low quality, harga nggak berbohong.",low quality harga bohong
Negative,"jangan mau beli disini.. kemasan nya jelek, barang sampai dalam keadaan pecah dan seller nya gk mau tanggung jawab",beli kemas nya jelek barang pecah seller nya tanggung
Negative,"bahan ny sih bagus, cm sayang pesen nya 2 datang ny 1. d chat ke seller ny jg d d baca, boro-boro ada penjelasan. seller g asiiiik g bs d ajak komunikasi",bahan nya sih bagus sayang pesan nya 2 nya 1 chat seller nya baca boroboro seller asik ajak komunikasi
Negative,"MAC HANCUR, PADAHAL SUDAH ADD BUBBEL. KRN KARDUS CUMAN NEMPEL DOANK DI MAC, JD KETINDIH2 PECAH",mac hancur add bubbel kardus tempel doang mac ketindih2 pecah
Negative,gak ada packingnya blas cuma di kasih tempelan doang????????,packingnya kasih tempel doang
Negative,"Parah, pesan warna hitam atau biru dikirim kuning semua, buta warna apa seller nya? Udah gt lama banget diproses nya",parah pesan warna hitam biru kirim kuning buta warna seller nya banget proses nya
Negative,barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai,barang terima 9 1 kondisi bagus layak pakai
Negative,jumlah barang yang dipesan dan barang yang sampai tidak sesuai,barang pes barang sesuai
Negative,yg dipesan kerah tinggi..yg dtg pendek/biasa,pes kerah tinggiyg pendekbiasa
Negative,"pihak toko tidak jelas, di minta barang a yg datang barang b, dan pihak toko merasa benar, ada barang yg ga di kirim pengambalian 14 hari katanua sd skrg juga blm",toko barang a barang b toko barang kirim pengambalian 14 katanua sekolah dasar
Negative,"pengiriman lamaaaaaaaaaaaaa, ditanya dulu baru sadar",kirim sadar
Negative,"barang tidak lengkap.. next di cek bner2 dlu sblm kirim, gak cm asal kirim aja..jual kok gk mau rugi,mlh ngrugiin customer...suruh kirim kekurangan barangnya gak mau..ribet!! gmn mau dpt kepuasan n kepercayaan dari pelangg",barang lengkap next cek kirim kirim ajajual rugimlh ngrugiin customersuruh kirim barang mauribet puas percaya pelangg
Negative,"Barang gak berfungsi, kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian, packing juga tidak bagus jadi bungkusnya ada yg pecah",barang fungsi kirim cek bos senter hidup cas packing bagus bungkus pecah
Negative,"Saya tulis dicatatan Hitam dan putih tapi yang dikirim hitam semua, apa gunanya catatan? lagian ini kaos kaki anak SD ga muat di kaki orang dewasa.",tulis catat hitam putih kirim hitam catat kaos kaki anak sekolah dasar muat kaki orang dewasa
Negative,"sangat tidak recomanded, Harga promo tp masih tetap mahal dari toko sebelah bahkan lapak online lain nya. Official store mempermainkan harga ??, mau monopoli tokopedia ??",recomanded harga promo mahal toko belah lapak online nya official store main harga monopoli tokopedia
Negative,"warna dusty difoto sm aslinya beda, sama ada bagian atasan depan kotor seperti tinta bolpen",warna dusty foto asli beda kotor tinta bolpen
Negative,Gak bisa di gunakan ini gimana,
Negative,Minta warna putih dikasih hijau.. Seller banyak alasan babibu..,warna putih kasih hijau seller alas babibu
Negative,barangnya sama sekali gak sampai. pesan juga balon hati juga beda. gak sesuai.,barang pesan balon hati beda sesuai
Negative,"hadiah gak di kirim , toko offical tapi gak amanah , kapok dah",hadiah kirim toko offical amanah kapok
Negative,Produk yg dikirim berbeda dgn foto yg tertera..,produk kirim beda foto tera
Negative,cacat gaming,cacat gaming
Negative,seharusnya cute...tapi sayangnya....ada noda noda kuning di beauty blendernya....,cutetapi sayangnyaada noda noda kuning cantik blender
Negative,auhh bgt sma yg d gambar mentang2 pngguna baru dpt grtisan eh dpt nya daster 10rban d loak...????lucu tokped apa toko nya nih gak mau rugi...gak smpet foto sya ksihkan sma nenek sya.ampunn dah..,auhh banget gambar mentang mentang pngguna grtisan eh nya daster 10rban loaklucu tokped toko nya nih rugigak smpet foto ksihkan nenek syaampunn
Negative,pengiriman tidak sesuai estimasi,kirim sesuai estimasi
Negative,Kualitas underpad buruk tdk sesuai harga.,kualitas underpad buruk sesuai harga
Negative,bahan agak panas dn warnanya ga cocok,bahan panas warna cocok
Negative,"Pengiriman lama banget...oder hr minggu baru dikirim kamis, setiap ditanya jawabnya masih proses...barang dikirim salah size dan warna..order 34�, merah yg dikirim 32�, hitam...parah koordinasi nya",kirim bangetoder minggu kirim kamis prosesbarang kirim salah size warnaorder 34 merah kirim 32 hitamparah koordinasi nya
Negative,"Pesen apa, datengnya apa... Untung masih menang argumen waktu komplain. Tapi terpaksa nerima barang dengan refund dipotong harga barang yg dikirim. Seller enak, untung... Buyer tetep rugi...",pesan datengnya untung menang argumen komplain paksa terima barang refund potong harga barang kirim seller enak untung buyer rugi
Negative,tdk sesuai pesanan,sesuai pesan
Negative,"Tidak layak packing nya. bubblenya banyak yang kempes, sepertinya bekas pakai.",layak packing nya bubblenya kempes bekas pakai
