Sentiment,Customer Review,corpus
Negative,"warnanya lucu, kecil, dan ringan. tp jd keliatan ga kokoh kayak mudah rusak. barang datangnya kayak ga baru, banyak yg lecet di body embernya. tangkainya mesti di wrapping biar ga gesek ke body ember","warnanya lucu, kecil, dan ringan. tp jd keliatan ga kokoh kayak mudah rusak. barang datangnya kayak ga baru, banyak yg lecet di body embernya. tangkainya mesti di wrapping biar ga gesek ke body ember"
Negative,"SANGAT KECEWA ..!!! INI REAL YG SAYA ALAMI ... SILAHKAN BACA CHAT SAYA DGN SELLER INI SEBELUM MEMBELI, BARANG DIKIRIM TIDAK SESUAI PESANAN, SUDAH DIRETUR, TAPI CERDIKNYA SELLER TIDAK MENGIRIMKAN PESANAN SAYA YG SEHARUSNYA SAYA PESAN.. SUDAH 15 HARIII LHOO GUYS..UANG TIDAK KEMBALI, BARANG PUN TIDAK SAMPAI.. HAHA..SILAHKAN SAJA JIKA SELLER SANGGUP BAWA KE AKHIRAT.. SEMOGA KALIAN TIDAK TERTIPU SEPERTI SAYA..","sangat kecewa ..!!! ini real yg saya alami ... silahkan baca chat saya dgn seller ini sebelum membeli, barang dikirim tidak sesuai pesanan, sudah diretur, tapi cerdiknya seller tidak mengirimkan pesanan saya yg seharusnya saya pesan.. sudah 15 hariii lhoo guys..uang tidak kembali, barang pun tidak sampai.. haha..silahkan saja jika seller sanggup bawa ke akhirat.. semoga kalian tidak tertipu seperti saya.."
Negative,"barang tidak ada, komplain tidak direspon...pelajaran buat yg beli disini cek hati2 saat datang","barang tidak ada, komplain tidak direspon...pelajaran buat yg beli disini cek hati2 saat datang"
Negative,"BARANG DTG TIDAK SESUAI YG DIKASIH TAHU ADMIN NYA !! BILANG RICE COOKER 1,2LITER !! TERNYATA BARANG YG DIKIRIM 1 LITER","barang dtg tidak sesuai yg dikasih tahu admin nya !! bilang rice cooker 1,2liter !! ternyata barang yg dikirim 1 liter"
Negative,"RESCUE FROM DAMAGE BOX, ngga guna jg, nyampe rumah, boxnya penyok2","rescue from damage box, ngga guna jg, nyampe rumah, boxnya penyok2"
Negative,"Frame kacamata nya kurang bagus, tipis sptnya gampang patah, ngakbseperti kacamata pada umumnya","frame kacamata nya kurang bagus, tipis sptnya gampang patah, ngakbseperti kacamata pada umumnya"
Negative,artemia dtg udah byk yg mati,artemia dtg udah byk yg mati
Negative,baru di pake sekali udah robek sol nya,baru di pake sekali udah robek sol nya
Negative,ada yg baru 1x dipake penyangga plastiknya sudah keluar dari keranjangnya (sobek jaringnya). sedangkan yang lain pun engga sampai 1 minggu sudah keluar penyangganya. kualitasnya tolong di tingkatkan,ada yg baru 1x dipake penyangga plastiknya sudah keluar dari keranjangnya (sobek jaringnya). sedangkan yang lain pun engga sampai 1 minggu sudah keluar penyangganya. kualitasnya tolong di tingkatkan
Negative,"Yang datang bukan yang keluaran terbaru yang ada butiran berwarna biru didalam gel hand sanitizer-nya, sedikit kecewa walau manfaatnya sama, hanya saja yang keluaran terbaru terlihat lebih menarik karena ada butiran berwarna birunya, padahal di foto produk sudah ada butiran birunya. Kecewa banget, mau mesan lagi takut yg datang sama aja barangnya dengan yang ada. Sedih.","yang datang bukan yang keluaran terbaru yang ada butiran berwarna biru didalam gel hand sanitizer-nya, sedikit kecewa walau manfaatnya sama, hanya saja yang keluaran terbaru terlihat lebih menarik karena ada butiran berwarna birunya, padahal di foto produk sudah ada butiran birunya. kecewa banget, mau mesan lagi takut yg datang sama aja barangnya dengan yang ada. sedih."
Negative,barang yg dikirim tidak ada dilist barang yg surah ditulis tapi dianggap ada. padahal yg bikinnlist penjual sendiri. dia yg menginkarin sendiri,barang yg dikirim tidak ada dilist barang yg surah ditulis tapi dianggap ada. padahal yg bikinnlist penjual sendiri. dia yg menginkarin sendiri
Negative,"Ga guna, sebelum dilapis ini hrusnya dilapis kardus lah minimal.","ga guna, sebelum dilapis ini hrusnya dilapis kardus lah minimal."
Negative,pesanan ndk sesuai... pesen M di kirim L ....,pesanan ndk sesuai... pesen m di kirim l ....
Negative,Barang yang dikirim tidak sesuai dengan barang yang diterima,barang yang dikirim tidak sesuai dengan barang yang diterima
Negative,Penjual tidak ramah,penjual tidak ramah
Negative,"Pelayanan nya kurang baik barang juga salah kirim dari awal udah dibilang 0,3 malah dikirim 1,2","pelayanan nya kurang baik barang juga salah kirim dari awal udah dibilang 0,3 malah dikirim 1,2"
Negative,minta yg biru di kasih toska,minta yg biru di kasih toska
Negative,barangnya datang dalam keadaan tidak bagus,barangnya datang dalam keadaan tidak bagus
Negative,"barang tidak diterima, tidak ada yang bertanggung jawab, pertama kali belanja di sini langsung dikecewain,,,","barang tidak diterima, tidak ada yang bertanggung jawab, pertama kali belanja di sini langsung dikecewain,,,"
Negative,Pengiriman lambat polllllll!!! Ga pantes jadi official Store.,pengiriman lambat polllllll!!! ga pantes jadi official store.
Negative,nggak fungsi..pisaunya ditusuk semua ke dalam tong tapi kepalanya tetap stay,nggak fungsi..pisaunya ditusuk semua ke dalam tong tapi kepalanya tetap stay
Negative,"Baru mau di pake, clipnya copot","baru mau di pake, clipnya copot"
Negative,"LAMAAAA BGT hampir 7 hr.. Kaya preorder... Barang d proses stlh 3 hari itu pun blm d kirim.. Barang sampe, kurang.. Di komplain, awal nya d terima. Ga lama d cancel komplain nya.. Ga ada penjelasan...","lamaaaa bgt hampir 7 hr.. kaya preorder... barang d proses stlh 3 hari itu pun blm d kirim.. barang sampe, kurang.. di komplain, awal nya d terima. ga lama d cancel komplain nya.. ga ada penjelasan..."
Negative,Mengecewakan,mengecewakan
Negative,packing hancur sampai lebur sampai rumah,packing hancur sampai lebur sampai rumah
Negative,"gak ada sablon di box nya, harga mahal pula","gak ada sablon di box nya, harga mahal pula"
Negative,Kayak *** pelayanannya,kayak *** pelayanannya
Negative,ga ada gunanya atc ini tetap ga dikasi bubble..bikin rugi aja..,ga ada gunanya atc ini tetap ga dikasi bubble..bikin rugi aja..
Negative,Baru datang saya rakit Coba naikan kulkas baru sebentar kaki sudah patah al hasil tidak di pakai Untung kulkas tidak jatuh,baru datang saya rakit coba naikan kulkas baru sebentar kaki sudah patah al hasil tidak di pakai untung kulkas tidak jatuh
Negative,tidak untuk rekomended suara ancur nois nya kacau nyesel kualitas ga bagus. ga kepake,tidak untuk rekomended suara ancur nois nya kacau nyesel kualitas ga bagus. ga kepake
Negative,"tombol RT tidak berfungsi, mau retur ongkir bolak balik setengah harga stick nya, kecewa aja gk di test dulu sebelum pengiriman.","tombol rt tidak berfungsi, mau retur ongkir bolak balik setengah harga stick nya, kecewa aja gk di test dulu sebelum pengiriman."
Negative,"material dan packaging nya bagus dan rapih, tapi halaman di bukunya banyak banget yang kebalik2. halaman yg harusnya ada di awal malah ada di akhir buku, jadi ada yang harusnya di tengah buku malah di akhir buku, jadi bacanya pindah pindah, bingung, dan ga nyaman.","material dan packaging nya bagus dan rapih, tapi halaman di bukunya banyak banget yang kebalik2. halaman yg harusnya ada di awal malah ada di akhir buku, jadi ada yang harusnya di tengah buku malah di akhir buku, jadi bacanya pindah pindah, bingung, dan ga nyaman."
Negative,karungnya super tipis tidak sesuai di gambar,karungnya super tipis tidak sesuai di gambar
Negative,bolong bolong ada minyak2nya gitu Jelek,bolong bolong ada minyak2nya gitu jelek
Negative,"barang jelek, baru juga mau di pake udah gosong, segel udh kebuka,","barang jelek, baru juga mau di pake udah gosong, segel udh kebuka,"
Negative,Prosesnya dan sampainya lama. Eh datang2 bukunya penyok.,prosesnya dan sampainya lama. eh datang2 bukunya penyok.
Negative,"Stelah pemakaian rutin, kutu anjing makin banyak. Spot yang di spray malah makin banyak, padahal awalnya kutunya sedikit doang, nyesal produk ini.","stelah pemakaian rutin, kutu anjing makin banyak. spot yang di spray malah makin banyak, padahal awalnya kutunya sedikit doang, nyesal produk ini."
Negative,sama sekali gk bisa dpake asli nyesel,sama sekali gk bisa dpake asli nyesel
Negative,Tidak pengaruh,tidak pengaruh
Negative,"busa tipis ukuran kecil sekali pakai sobek, harga mahal","busa tipis ukuran kecil sekali pakai sobek, harga mahal"
Negative,"Barang penyok Gaes. Klo dari ekspedisi, kardus harusnya rusak, nah ini kardusnya tebal dan masih mulus. Returan sy dari toko sebelah dibalikin lewat Toped. Mana bohong lagi, foto yg dikirim ke tokopedia care bukan foto paket saya. Untung asuransi mau terima claim. Jadi hati2 Gaes! Nutrilon sudah mulai tidak AMANAH!","barang penyok gaes. klo dari ekspedisi, kardus harusnya rusak, nah ini kardusnya tebal dan masih mulus. returan sy dari toko sebelah dibalikin lewat toped. mana bohong lagi, foto yg dikirim ke tokopedia care bukan foto paket saya. untung asuransi mau terima claim. jadi hati2 gaes! nutrilon sudah mulai tidak amanah!"
Negative,"barangnya tidak berfungsi dengan baik, kakinya, ga bisa di kunci,....yg lainnya oke","barangnya tidak berfungsi dengan baik, kakinya, ga bisa di kunci,....yg lainnya oke"
Negative,"Dlm ordernya sdh sy tambah 'bubble wrap' (+ rp 10.000), tp dikirimnya tanpa bubble. Lagian ordernya pagi2 n minta spy dikirimnya lbh cepat (instant), ternyata tibanya jam 16an","dlm ordernya sdh sy tambah 'bubble wrap' (+ rp 10.000), tp dikirimnya tanpa bubble. lagian ordernya pagi2 n minta spy dikirimnya lbh cepat (instant), ternyata tibanya jam 16an"
Negative,udah kesobek makanan kucing nya alot,udah kesobek makanan kucing nya alot
Negative,"Respon seller cepat, proses & pengiriman cepat. Model & bahan OK, cuma kualitas jahitannya ?!! silahkan lihat gambar deh, banyak kerutan� di jahitan pundak lengan & kerah. Jadi bingung mau pake bajunya, gk dipake mubazir, dipake ya malu juga. Mohon jadi perhatian bagi seller. Terima kasih.","respon seller cepat, proses & pengiriman cepat. model & bahan ok, cuma kualitas jahitannya ?!! silahkan lihat gambar deh, banyak kerutan� di jahitan pundak lengan & kerah. jadi bingung mau pake bajunya, gk dipake mubazir, dipake ya malu juga. mohon jadi perhatian bagi seller. terima kasih."
Negative,Kecewa sekal,kecewa sekal
Negative,"tidak berfungsi, tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa","tidak berfungsi, tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa"
Negative,"pengiriman lama banget, dough nya juga jelek banget ga lentur, ga seperti biasanya","pengiriman lama banget, dough nya juga jelek banget ga lentur, ga seperti biasanya"
Negative,"Nga sesuai yg di harapkan, pingin yg kecil2 jd besar dan cenderung kasar jd nya","nga sesuai yg di harapkan, pingin yg kecil2 jd besar dan cenderung kasar jd nya"
Negative,barangku kapan datang ? gua uda lama nunggu . males gua beli lagi,barangku kapan datang ? gua uda lama nunggu . males gua beli lagi
Negative,"barang ada yang cacat, beli 2 yang satunya lagi cacat","barang ada yang cacat, beli 2 yang satunya lagi cacat"
Negative,tas nya kurang bagus .. how how,tas nya kurang bagus .. how how
Negative,"Produk tidak ORI (KW),tidak bekerja dengan baik.dikirim 2 PGP tidak bekerja di 2 hp saya Lenovo n Advan.Cuma jadi bangkai.After sales buruk,Respon seller kurang.no recommended.","produk tidak ori (kw),tidak bekerja dengan baik.dikirim 2 pgp tidak bekerja di 2 hp saya lenovo n advan.cuma jadi bangkai.after sales buruk,respon seller kurang.no recommended."
Negative,"kemasan kotaknya ada yg penyok dan robek, tp pisaunya aman. padahal mau buat hadiah temen","kemasan kotaknya ada yg penyok dan robek, tp pisaunya aman. padahal mau buat hadiah temen"
Negative,ada bekas sobek di bagian belakang meskipun itu sobek kecil tapi tatap saja saya sedikit kurang puas terimakasih,ada bekas sobek di bagian belakang meskipun itu sobek kecil tapi tatap saja saya sedikit kurang puas terimakasih
Negative,Ah apaan ga ngaruh apa2 yang ada bikin iritasi!!! Gatal gatal merah jadinya,ah apaan ga ngaruh apa2 yang ada bikin iritasi!!! gatal gatal merah jadinya
Negative,"Kurang sesuai dengan deskripsi, yg katanya muat untuk 7-13 tahun, anak 10 tahun aja kekecilan. panjangnya juga bukan 78, hanya 75.","kurang sesuai dengan deskripsi, yg katanya muat untuk 7-13 tahun, anak 10 tahun aja kekecilan. panjangnya juga bukan 78, hanya 75."
Negative,baru sekali pake pas dicuci robek ??,baru sekali pake pas dicuci robek ??
Negative,ternyata lem pipa. tidak begitu rekat ngelem sepatu. sangat kecewa,ternyata lem pipa. tidak begitu rekat ngelem sepatu. sangat kecewa
Negative,penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim... jd kecewa bngt... ndak recomended sm penjual kyk gini... saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan... agar pelanggan merasa puas dan senang dengan pelayanan,penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim... jd kecewa bngt... ndak recomended sm penjual kyk gini... saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan... agar pelanggan merasa puas dan senang dengan pelayanan
Negative,KIRIM PAKET GA NGOTAK.. RESOLUSI ARBITER TOKOPEDIA USELESS.. ??,kirim paket ga ngotak.. resolusi arbiter tokopedia useless.. ??
Negative,tali tas nya mau putus,tali tas nya mau putus
Negative,minta pink sama merah d kirim merah semua... untung anaknya mau...seller arogan.. jualnya memaksa... saya mau warna yg sesuai ... kapok deh gak lagi lagi,minta pink sama merah d kirim merah semua... untung anaknya mau...seller arogan.. jualnya memaksa... saya mau warna yg sesuai ... kapok deh gak lagi lagi
Negative,"Belanja harus hati2, Tidak Jelas. Sangat Kecewa untuk belanja kali ini.","belanja harus hati2, tidak jelas. sangat kecewa untuk belanja kali ini."
Negative,"Belum sebulan pemakaian, lampu pada jam dan indikatornya sudah mati dan tidak berfungsi lagi. Padahal jam tidak pernah jatuh atau terkena percikan air. Sebelum mati, jam hanya bisa menyala paling lama 3 hari setelah batre dicas penuh jadi tidak sesuai dengan iklannya yg bisa bertahan belasan hari","belum sebulan pemakaian, lampu pada jam dan indikatornya sudah mati dan tidak berfungsi lagi. padahal jam tidak pernah jatuh atau terkena percikan air. sebelum mati, jam hanya bisa menyala paling lama 3 hari setelah batre dicas penuh jadi tidak sesuai dengan iklannya yg bisa bertahan belasan hari"
Negative,Dapet yang error. nilai ppm kebaca dalam ribuan. kualitasnya jeles banget gak dicek dulu sebelum dikirim. kecewa dan gak akan beli lagi disini.,dapet yang error. nilai ppm kebaca dalam ribuan. kualitasnya jeles banget gak dicek dulu sebelum dikirim. kecewa dan gak akan beli lagi disini.
Negative,"packing kurang rapi, tidak aman,, dus penyok...player hancur.....","packing kurang rapi, tidak aman,, dus penyok...player hancur....."
Negative,sudah sampai tapi tutupnya pecah ????,sudah sampai tapi tutupnya pecah ????
Negative,"dipenjualan tertulis obeng magnet ,bohong obengnya ga magnet sama sekali akan sulit untuk yang baru belajar jika tidak memiliki alat yang lengkap .kecewa parah","dipenjualan tertulis obeng magnet ,bohong obengnya ga magnet sama sekali akan sulit untuk yang baru belajar jika tidak memiliki alat yang lengkap .kecewa parah"
Negative,"beli brg sale, pengiriman via grabsend tapiii dimintain biaya parkir sm driver nya ANEH BGT!!!!!!","beli brg sale, pengiriman via grabsend tapiii dimintain biaya parkir sm driver nya aneh bgt!!!!!!"
Negative,"Pesan 4 dikasih AR colouring book nya cuma 1 dan 1 lg diganti ludo, pengemasan paket sangat buruk hadiahnya di tekuk2?????","pesan 4 dikasih ar colouring book nya cuma 1 dan 1 lg diganti ludo, pengemasan paket sangat buruk hadiahnya di tekuk2?????"
Negative,"Gak guna dibeli, aplikasi semua gabisa. Moka Cashlez semua gabisa. dulu beli apa juga ga connect. no recomended. harga mahal. support jelek","gak guna dibeli, aplikasi semua gabisa. moka cashlez semua gabisa. dulu beli apa juga ga connect. no recomended. harga mahal. support jelek"
Negative,ga sesuai dengan yg di posting,ga sesuai dengan yg di posting
Negative,"drone sulit dikendalikan. take off selalu miring wlpun ud kalibrasi sesuai kertas petunjuk. menu app android bhs inggris tapi pesan errornya bahasa mandarin, gak bisa baca.","drone sulit dikendalikan. take off selalu miring wlpun ud kalibrasi sesuai kertas petunjuk. menu app android bhs inggris tapi pesan errornya bahasa mandarin, gak bisa baca."
Negative,barang tidak sampai. tdk ada solusi,barang tidak sampai. tdk ada solusi
Negative,Barang kaga di kirim . Buat yg belanja banyak lebih teliti karena barang pasti ada yg kaga di kirim 1 item dari total belanja .pelajaran buat saya karena gak teliti .dan yg punya lapak juga gak ada solusi rugi 20k an gpp,barang kaga di kirim . buat yg belanja banyak lebih teliti karena barang pasti ada yg kaga di kirim 1 item dari total belanja .pelajaran buat saya karena gak teliti .dan yg punya lapak juga gak ada solusi rugi 20k an gpp
Negative,Roti keras gak enak,roti keras gak enak
Negative,Fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh full tidak sesuai dengan harganya,fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh full tidak sesuai dengan harganya
Negative,service mengecewakan. lama pengiriman...,service mengecewakan. lama pengiriman...
Negative,"Laptop rusak, pass di aktifkan fan error, setelah di perbaiki ternyata keyboardnya rusak, setelah ganti keyboardnya ternyata adaptornya rusak. jangan belanja disini","laptop rusak, pass di aktifkan fan error, setelah di perbaiki ternyata keyboardnya rusak, setelah ganti keyboardnya ternyata adaptornya rusak. jangan belanja disini"
Negative,"Paking barangnya kurang bagus,nyampe barang,adaptor didalam udah pecah.sampe sekarang belum bisa dicoba.","paking barangnya kurang bagus,nyampe barang,adaptor didalam udah pecah.sampe sekarang belum bisa dicoba."
Negative,"tidak sesuai pesanan, pesan warna merah putih yg dikirim, warna lain","tidak sesuai pesanan, pesan warna merah putih yg dikirim, warna lain"
Negative,"pengiriman cepat, berfungsi tapi harus dikaretin klo ngga longgar jadi ngga bisa di pake","pengiriman cepat, berfungsi tapi harus dikaretin klo ngga longgar jadi ngga bisa di pake"
Negative,"barang gajelas lama sampai, kotak penyok�","barang gajelas lama sampai, kotak penyok�"
Negative,semua mengecewakan,semua mengecewakan
Negative,kecewa,kecewa
Negative,jilbabya lecek dan banyak benang jahitan,jilbabya lecek dan banyak benang jahitan
Negative,Fitting tidak sesuai dgn celana pendek umumnya.,fitting tidak sesuai dgn celana pendek umumnya.
Negative,"Sdh claim percuma tidak ada prnggantian dan tgg jwb, pihak dettol blg kesalahan pengirim, dan byr insurance pun percuma tdk di ganti jg cape deh","sdh claim percuma tidak ada prnggantian dan tgg jwb, pihak dettol blg kesalahan pengirim, dan byr insurance pun percuma tdk di ganti jg cape deh"
Negative,Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,iklannya seragam pgri kemeja hem katun pria. tp ternyata bahannya bukan katun... smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo
Negative,Ini barang keterlaluan sih bilang ukuran 60x90 tp sunat bahannya keterlaluan banget. Terlihat di foto underpad saya yg lama merk lain jauh lbh besar dan lbh tebel. Bkn masalah harga cuman 50rb an tp kesel aja liat penjual kasih spek tp jauh banget dari ukuran sebenernya. Kapok deh ga bakal beli merek ini lagi. Terima kasih,ini barang keterlaluan sih bilang ukuran 60x90 tp sunat bahannya keterlaluan banget. terlihat di foto underpad saya yg lama merk lain jauh lbh besar dan lbh tebel. bkn masalah harga cuman 50rb an tp kesel aja liat penjual kasih spek tp jauh banget dari ukuran sebenernya. kapok deh ga bakal beli merek ini lagi. terima kasih
Negative,"barangnya jelek banget, ada lubang yg posisinya gak presisi, malah jd gk bisa dimasukin bautnya, aneh, padahal","barangnya jelek banget, ada lubang yg posisinya gak presisi, malah jd gk bisa dimasukin bautnya, aneh, padahal"
Negative,Salah size...minta xl dikirimnya S ??,salah size...minta xl dikirimnya s ??
Negative,busyeettt..lamaaa amit nyampe brgnya.pdhl udh 2x order.,busyeettt..lamaaa amit nyampe brgnya.pdhl udh 2x order.
Negative,buset di kasih merk ares. di pake di pod kuy 1 hari langsung bau gosong.. perdana kecewa belanja di toko ini..,buset di kasih merk ares. di pake di pod kuy 1 hari langsung bau gosong.. perdana kecewa belanja di toko ini..
Negative,Saya sunggu sangat kecewa dengan pediasure,saya sunggu sangat kecewa dengan pediasure
Negative,proses konfirmasi lama.. chat gk di balas..,proses konfirmasi lama.. chat gk di balas..
Negative,"low quality, harga nggak berbohong.","low quality, harga nggak berbohong."
Negative,"jangan mau beli disini.. kemasan nya jelek, barang sampai dalam keadaan pecah dan seller nya gk mau tanggung jawab","jangan mau beli disini.. kemasan nya jelek, barang sampai dalam keadaan pecah dan seller nya gk mau tanggung jawab"
Negative,"bahan ny sih bagus, cm sayang pesen nya 2 datang ny 1. d chat ke seller ny jg d d baca, boro-boro ada penjelasan. seller g asiiiik g bs d ajak komunikasi","bahan ny sih bagus, cm sayang pesen nya 2 datang ny 1. d chat ke seller ny jg d d baca, boro-boro ada penjelasan. seller g asiiiik g bs d ajak komunikasi"
Negative,"MAC HANCUR, PADAHAL SUDAH ADD BUBBEL. KRN KARDUS CUMAN NEMPEL DOANK DI MAC, JD KETINDIH2 PECAH","mac hancur, padahal sudah add bubbel. krn kardus cuman nempel doank di mac, jd ketindih2 pecah"
Negative,gak ada packingnya blas cuma di kasih tempelan doang????????,gak ada packingnya blas cuma di kasih tempelan doang????????
Negative,"Parah, pesan warna hitam atau biru dikirim kuning semua, buta warna apa seller nya? Udah gt lama banget diproses nya","parah, pesan warna hitam atau biru dikirim kuning semua, buta warna apa seller nya? udah gt lama banget diproses nya"
Negative,barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai,barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai
Negative,jumlah barang yang dipesan dan barang yang sampai tidak sesuai,jumlah barang yang dipesan dan barang yang sampai tidak sesuai
Negative,yg dipesan kerah tinggi..yg dtg pendek/biasa,yg dipesan kerah tinggi..yg dtg pendek/biasa
Negative,"pihak toko tidak jelas, di minta barang a yg datang barang b, dan pihak toko merasa benar, ada barang yg ga di kirim pengambalian 14 hari katanua sd skrg juga blm","pihak toko tidak jelas, di minta barang a yg datang barang b, dan pihak toko merasa benar, ada barang yg ga di kirim pengambalian 14 hari katanua sd skrg juga blm"
Negative,"pengiriman lamaaaaaaaaaaaaa, ditanya dulu baru sadar","pengiriman lamaaaaaaaaaaaaa, ditanya dulu baru sadar"
Negative,"barang tidak lengkap.. next di cek bner2 dlu sblm kirim, gak cm asal kirim aja..jual kok gk mau rugi,mlh ngrugiin customer...suruh kirim kekurangan barangnya gak mau..ribet!! gmn mau dpt kepuasan n kepercayaan dari pelangg","barang tidak lengkap.. next di cek bner2 dlu sblm kirim, gak cm asal kirim aja..jual kok gk mau rugi,mlh ngrugiin customer...suruh kirim kekurangan barangnya gak mau..ribet!! gmn mau dpt kepuasan n kepercayaan dari pelangg"
Negative,"Barang gak berfungsi, kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian, packing juga tidak bagus jadi bungkusnya ada yg pecah","barang gak berfungsi, kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian, packing juga tidak bagus jadi bungkusnya ada yg pecah"
Negative,"Saya tulis dicatatan Hitam dan putih tapi yang dikirim hitam semua, apa gunanya catatan? lagian ini kaos kaki anak SD ga muat di kaki orang dewasa.","saya tulis dicatatan hitam dan putih tapi yang dikirim hitam semua, apa gunanya catatan? lagian ini kaos kaki anak sd ga muat di kaki orang dewasa."
Negative,"sangat tidak recomanded, Harga promo tp masih tetap mahal dari toko sebelah bahkan lapak online lain nya. Official store mempermainkan harga ??, mau monopoli tokopedia ??","sangat tidak recomanded, harga promo tp masih tetap mahal dari toko sebelah bahkan lapak online lain nya. official store mempermainkan harga ??, mau monopoli tokopedia ??"
Negative,"warna dusty difoto sm aslinya beda, sama ada bagian atasan depan kotor seperti tinta bolpen","warna dusty difoto sm aslinya beda, sama ada bagian atasan depan kotor seperti tinta bolpen"
Negative,Gak bisa di gunakan ini gimana,gak bisa di gunakan ini gimana
Negative,Minta warna putih dikasih hijau.. Seller banyak alasan babibu..,minta warna putih dikasih hijau.. seller banyak alasan babibu..
Negative,barangnya sama sekali gak sampai. pesan juga balon hati juga beda. gak sesuai.,barangnya sama sekali gak sampai. pesan juga balon hati juga beda. gak sesuai.
Negative,"hadiah gak di kirim , toko offical tapi gak amanah , kapok dah","hadiah gak di kirim , toko offical tapi gak amanah , kapok dah"
Negative,Produk yg dikirim berbeda dgn foto yg tertera..,produk yg dikirim berbeda dgn foto yg tertera..
Negative,cacat gaming,cacat gaming
Negative,seharusnya cute...tapi sayangnya....ada noda noda kuning di beauty blendernya....,seharusnya cute...tapi sayangnya....ada noda noda kuning di beauty blendernya....
Negative,auhh bgt sma yg d gambar mentang2 pngguna baru dpt grtisan eh dpt nya daster 10rban d loak...????lucu tokped apa toko nya nih gak mau rugi...gak smpet foto sya ksihkan sma nenek sya.ampunn dah..,auhh bgt sma yg d gambar mentang2 pngguna baru dpt grtisan eh dpt nya daster 10rban d loak...????lucu tokped apa toko nya nih gak mau rugi...gak smpet foto sya ksihkan sma nenek sya.ampunn dah..
Negative,pengiriman tidak sesuai estimasi,pengiriman tidak sesuai estimasi
Negative,Kualitas underpad buruk tdk sesuai harga.,kualitas underpad buruk tdk sesuai harga.
Negative,bahan agak panas dn warnanya ga cocok,bahan agak panas dn warnanya ga cocok
Negative,"Pengiriman lama banget...oder hr minggu baru dikirim kamis, setiap ditanya jawabnya masih proses...barang dikirim salah size dan warna..order 34�, merah yg dikirim 32�, hitam...parah koordinasi nya","pengiriman lama banget...oder hr minggu baru dikirim kamis, setiap ditanya jawabnya masih proses...barang dikirim salah size dan warna..order 34�, merah yg dikirim 32�, hitam...parah koordinasi nya"
Negative,"Pesen apa, datengnya apa... Untung masih menang argumen waktu komplain. Tapi terpaksa nerima barang dengan refund dipotong harga barang yg dikirim. Seller enak, untung... Buyer tetep rugi...","pesen apa, datengnya apa... untung masih menang argumen waktu komplain. tapi terpaksa nerima barang dengan refund dipotong harga barang yg dikirim. seller enak, untung... buyer tetep rugi..."
Negative,tdk sesuai pesanan,tdk sesuai pesanan
Negative,"Tidak layak packing nya. bubblenya banyak yang kempes, sepertinya bekas pakai.","tidak layak packing nya. bubblenya banyak yang kempes, sepertinya bekas pakai."
Negative,"Waktu itu beli di e-commerce sebelah bagus banget, jahitannya rapi. Tapi kenapa pas beli di sini jahitannya nggak rapi. Kayak buru2 buatnya ??, serius sih agak kecewa. Padahal udah excited banget. Semoga pas mau beli lagi nggak kayak gini ya ??","waktu itu beli di e-commerce sebelah bagus banget, jahitannya rapi. tapi kenapa pas beli di sini jahitannya nggak rapi. kayak buru2 buatnya ??, serius sih agak kecewa. padahal udah excited banget. semoga pas mau beli lagi nggak kayak gini ya ??"
Negative,"Pembelian kedua, tapi kali ini kecewa banget. Segelnya sudah terbuka, maskernya crumpled, dan karena beli yg hitam jadi ga keliatan apakah ini beneran masker baru atau bukan/sudah kotor :(","pembelian kedua, tapi kali ini kecewa banget. segelnya sudah terbuka, maskernya crumpled, dan karena beli yg hitam jadi ga keliatan apakah ini beneran masker baru atau bukan/sudah kotor :("
Negative,packingnya tdk rapi hanya dibungkus plastik hitam saja pada saat sy terima bungkusannya sudah robek2 dan di salah satu sulingnya ada 2 mata kaitannya yg tidak ada,packingnya tdk rapi hanya dibungkus plastik hitam saja pada saat sy terima bungkusannya sudah robek2 dan di salah satu sulingnya ada 2 mata kaitannya yg tidak ada
Negative,"Saya pesan 2 paket, yg 1 paket tidak sesuai pesanan","saya pesan 2 paket, yg 1 paket tidak sesuai pesanan"
Negative,"Bahan panas, tipis, gatal kalau dipakai lebih dari 1jam","bahan panas, tipis, gatal kalau dipakai lebih dari 1jam"
Negative,"pengemasan lambat banget, pengiriman lamaaaaaa!!!","pengemasan lambat banget, pengiriman lamaaaaaa!!!"
